date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:02	12991/12991	---MCZ	200	added ('OK')	text/html	etag:%22d0064139e79ef314df89e7181b7d3da3%22	http://learnplus.themekit.io/student-my-courses.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-my-courses.html	(from http://learnplus.themekit.io/)
12:48:02	15372/15372	---MCZ	200	added ('OK')	text/html	etag:%2262c4eaa3c9b58ea9727bf47167e1598e%22	http://learnplus.themekit.io/student-take-course.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-take-course.html	(from http://learnplus.themekit.io/)
12:48:03	12255/12255	---MCZ	200	added ('OK')	text/html	etag:%229e94eed5addf243f7d2c7ab0bb983d2b%22	http://learnplus.themekit.io/student-quiz-results.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-quiz-results.html	(from http://learnplus.themekit.io/)
12:48:04	14077/14077	---MCZ	200	added ('OK')	text/html	etag:%22087255bfe78bf9acfb61eacf69cb8ed7%22	http://learnplus.themekit.io/student-take-quiz.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-take-quiz.html	(from http://learnplus.themekit.io/)
12:48:05	13219/13219	---MCZ	200	added ('OK')	text/html	etag:%2241544477346c7cf5c15bd316fc1b4ba3%22	http://learnplus.themekit.io/student-forum-thread.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-forum-thread.html	(from http://learnplus.themekit.io/)
12:48:05	4759/4759	---M--	200	added ('OK')	image/jpeg	etag:%22efdc6a1db8dd50e665efd6de8d36fda7%22	http://learnplus.themekit.io/assets/images/people/50/guy-7.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/50/guy-7.jpg	(from http://learnplus.themekit.io/)
12:48:06	4661/4661	---M--	200	added ('OK')	image/jpeg	etag:%22b71a2531556814f5194377286d7c96c6%22	http://learnplus.themekit.io/assets/images/people/50/guy-4.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/50/guy-4.jpg	(from http://learnplus.themekit.io/)
12:48:06	4536/4536	---M--	200	added ('OK')	image/jpeg	etag:%22815159b4f89aadd0935ec3fed82ede2c%22	http://learnplus.themekit.io/assets/images/people/50/guy-2.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/50/guy-2.jpg	(from http://learnplus.themekit.io/)
12:48:07	16035/16035	---MCZ	200	added ('OK')	text/html	etag:%22694788db4bae50a5ec73e80103da392c%22	http://learnplus.themekit.io/instructor-dashboard.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-dashboard.html	(from http://learnplus.themekit.io/)
12:48:08	18951/18951	---MCZ	200	added ('OK')	text/html	etag:%225eb55f4e50ae48a55408aad099d6330f%22	http://learnplus.themekit.io/fixed-student-dashboard.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-dashboard.html	(from http://learnplus.themekit.io/)
12:48:08	14001/14001	---MCZ	200	added ('OK')	text/html	etag:%22eafea1bd4f4cefa066ae15193993e58e%22	http://learnplus.themekit.io/student-browse-courses.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-browse-courses.html	(from http://learnplus.themekit.io/)
12:48:09	15553/15553	---MCZ	200	added ('OK')	text/html	etag:%22a050d0b0c38ccc0a4b4329481396bf2d%22	http://learnplus.themekit.io/student-view-course.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-view-course.html	(from http://learnplus.themekit.io/)
12:48:10	16092/16092	---MCZ	200	added ('OK')	text/html	etag:%22c423e55f13fcf18bec3d2414c09075c2%22	http://learnplus.themekit.io/student-messages.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-messages.html	(from http://learnplus.themekit.io/)
12:48:11	11076/11076	---MCZ	200	added ('OK')	text/html	etag:%22c6e66c839b1bf2ced861d29cd03a43a3%22	http://learnplus.themekit.io/student-billing.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/student-billing.html	(from http://learnplus.themekit.io/)
12:48:11	14920/14920	---MCZ	200	added ('OK')	text/html	etag:%225395d3306ccd46cb1bd8b7829e36657d%22	http://learnplus.themekit.io/ui-buttons.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-buttons.html	(from http://learnplus.themekit.io/)
12:48:12	11931/11931	---MCZ	200	added ('OK')	text/html	etag:%222c3b4bddcab6defc416c300775742e70%22	http://learnplus.themekit.io/ui-cards.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-cards.html	(from http://learnplus.themekit.io/)
12:48:13	11255/11255	---MCZ	200	added ('OK')	text/html	etag:%2263fecf903cdf508fabf3fef4d0872f89%22	http://learnplus.themekit.io/ui-tabs.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-tabs.html	(from http://learnplus.themekit.io/)
12:48:13	12253/12253	---MCZ	200	added ('OK')	text/html	etag:%2231815bf4b2948dea3fd15273456e6e0e%22	http://learnplus.themekit.io/ui-tree.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-tree.html	(from http://learnplus.themekit.io/)
12:48:14	11207/11207	---MCZ	200	added ('OK')	text/html	etag:%22ee4a3a7f92520f1ff49485695f5ef30b%22	http://learnplus.themekit.io/ui-nestable.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-nestable.html	(from http://learnplus.themekit.io/)
12:48:15	11408/11408	---MCZ	200	added ('OK')	text/html	etag:%2247f36cb84e1ad9d1e686bb6948e7593a%22	http://learnplus.themekit.io/ui-notifications.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-notifications.html	(from http://learnplus.themekit.io/)
12:48:15	7518/7518	---MCZ	200	added ('OK')	text/html	etag:%229a81e5aaf66c89aad935d5f0483b1f2c%22	http://learnplus.themekit.io/ui-progress.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-progress.html	(from http://learnplus.themekit.io/)
12:48:16	16524/16524	---MCZ	200	added ('OK')	text/html	etag:%22b2eecc6494f307b16038d4e44979bdd0%22	http://learnplus.themekit.io/ui-forms.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-forms.html	(from http://learnplus.themekit.io/)
12:48:16	10431/10431	---MCZ	200	added ('OK')	text/html	etag:%229a49bedc2f01414fb670ab8fc28b35af%22	http://learnplus.themekit.io/ui-tables.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-tables.html	(from http://learnplus.themekit.io/)
12:48:17	8729/8729	---MCZ	200	added ('OK')	text/html	etag:%2275e2c63f381efb9c49875a65d47591bb%22	http://learnplus.themekit.io/ui-charts.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-charts.html	(from http://learnplus.themekit.io/)
12:48:18	8952/8952	---MCZ	200	added ('OK')	text/html	etag:%22e0071fe3cd25f14014d79fb8768f4940%22	http://learnplus.themekit.io/ui-calendar.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-calendar.html	(from http://learnplus.themekit.io/)
12:48:18	11872/11872	---MCZ	200	added ('OK')	text/html	etag:%22afb9c7d486017fbc612628c29362b5d4%22	http://learnplus.themekit.io/ui-maps-vector.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/ui-maps-vector.html	(from http://learnplus.themekit.io/)
12:48:20	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:%222f6b11a7e914718e0290410e85366fe9%22	http://learnplus.themekit.io/assets/vendor/jquery.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/jquery.min.js	(from http://learnplus.themekit.io/)
12:48:20	24900/24900	---MCZ	200	added ('OK')	application/javascript	etag:%2299d5eb445062f5f3b82d29aa2680e4a2%22	http://learnplus.themekit.io/assets/vendor/tether.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/tether.min.js	(from http://learnplus.themekit.io/)
12:48:21	44735/44735	---MCZ	200	added ('OK')	application/javascript	etag:%2231bd1c00779daba3350e648fd9bb8d2a%22	http://learnplus.themekit.io/assets/vendor/bootstrap.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/bootstrap.min.js	(from http://learnplus.themekit.io/)
12:48:21	30469/30469	---MCZ	200	added ('OK')	application/javascript	etag:%22b504de201db137a3439c43e82d010f5e%22	http://learnplus.themekit.io/assets/vendor/dom-factory.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/dom-factory.js	(from http://learnplus.themekit.io/)
12:48:22	62455/62455	---MCZ	200	added ('OK')	application/javascript	etag:%22fe86c6df4c42debced5cb98209092bfc%22	http://learnplus.themekit.io/assets/vendor/material-design-kit.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/material-design-kit.js	(from http://learnplus.themekit.io/)
12:48:22	852/852	---M--	200	added ('OK')	application/javascript	etag:%22b0d7db56b812b0b709959ee6537f1477%22	http://learnplus.themekit.io/assets/vendor/sidebar-collapse.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/sidebar-collapse.js	(from http://learnplus.themekit.io/)
12:48:23	363/363	---M--	200	added ('OK')	application/javascript	etag:%229c3493f2fd78f6a6aa7904aa44bcbdff%22	http://learnplus.themekit.io/assets/js/main.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/js/main.min.js	(from http://learnplus.themekit.io/)
12:48:24	4355/4355	---M--	200	added ('OK')	image/jpeg	etag:%22826080e6d98522aa47c50bd830da3ce2%22	http://learnplus.themekit.io/assets/images/people/50/guy-8.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/50/guy-8.jpg	(from http://learnplus.themekit.io/student-forum.html)
12:48:25	4505/4505	---M--	200	added ('OK')	image/jpeg	etag:%228de1cd030118715039e04a013909b72f%22	http://learnplus.themekit.io/assets/images/people/50/guy-5.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/50/guy-5.jpg	(from http://learnplus.themekit.io/student-forum.html)
12:48:25	17979/17979	---MCZ	200	added ('OK')	text/html	etag:%229f1257af7913f85e0ee8a2369890f2e3%22	http://learnplus.themekit.io/fixed-student-forum.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-forum.html	(from http://learnplus.themekit.io/student-forum.html)
12:48:26	12328/12328	---MCZ	200	added ('OK')	text/html	etag:%22a3fcbc185a8687c942cc7dadb7bf96e1%22	http://learnplus.themekit.io/fixed-student-help-center.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-help-center.html	(from http://learnplus.themekit.io/student-help-center.html)
12:48:27	18354/18354	---M--	200	added ('OK')	image/png	etag:%227302b697bb8af378e415418da3ab3b33%22	http://learnplus.themekit.io/assets/images/nodejs.png	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/nodejs.png	(from http://learnplus.themekit.io/student-cart.html)
12:48:28	15118/15118	---M--	200	added ('OK')	image/png	etag:%22135fdb64267111492fe00dc9921e6b18%22	http://learnplus.themekit.io/assets/images/gulp.png	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/gulp.png	(from http://learnplus.themekit.io/student-cart.html)
12:48:28	12259/12259	---MCZ	200	added ('OK')	text/html	etag:%2299629e579db9a5d1afbc150db6d77496%22	http://learnplus.themekit.io/fixed-student-cart.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-cart.html	(from http://learnplus.themekit.io/student-cart.html)
12:48:29	16734/16734	---MCZ	200	added ('OK')	text/html	etag:%2238ee3443ee61d090442b16117be78189%22	http://learnplus.themekit.io/fixed-student-account-edit.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-account-edit.html	(from http://learnplus.themekit.io/student-account-edit.html)
12:48:29	6441/6441	---M--	200	added ('OK')	image/jpeg	etag:%22bbb5ea98e05a20c75acf3758e5b82367%22	http://learnplus.themekit.io/assets/images/people/110/guy-2.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/110/guy-2.jpg	(from http://learnplus.themekit.io/student-profile.html)
12:48:30	13728/13728	---M--	200	added ('OK')	image/png	etag:%228096da7ea1d73687bbca767c336900e8%22	http://learnplus.themekit.io/assets/images/vuejs.png	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/vuejs.png	(from http://learnplus.themekit.io/student-profile.html)
12:48:32	13297/13297	---MCZ	200	added ('OK')	text/html	etag:%2222a988b2bd93db6259d8a2352549958d%22	http://learnplus.themekit.io/fixed-student-profile.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-profile.html	(from http://learnplus.themekit.io/student-profile.html)
12:48:32	30566/30566	---M--	200	added ('OK')	image/png	etag:%227cfa115b24cce91414991036b4c4d148%22	http://learnplus.themekit.io/assets/images/github.png	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/github.png	(from http://learnplus.themekit.io/student-profile.html)
12:48:32	3244/3244	---MCZ	200	added ('OK')	text/html	etag:%22b280ddbd6dbfec76fdaa00244855dca4%22	http://learnplus.themekit.io/guest-signup.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/guest-signup.html	(from http://learnplus.themekit.io/guest-login.html)
12:48:33	27466/27466	---MCZ	200	added ('OK')	text/css	etag:W/%225697ec4c-6b4a%22	https://cdn.jsdelivr.net/fontawesome/4.5.0/css/font-awesome.min.css	G:/My%20Websites/lalala/oj-db/cdn.jsdelivr.net/fontawesome/4.5.0/css/font-awesome.min.css	(from http://learnplus.themekit.io/student-pay.html)
12:48:33	13895/13895	---MCZ	200	added ('OK')	text/html	etag:%2265ee31e1dcea0400ec735f1be3c08b63%22	http://learnplus.themekit.io/fixed-student-pay.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-pay.html	(from http://learnplus.themekit.io/student-pay.html)
12:48:34	13177/13177	---MCZ	200	added ('OK')	text/html	etag:%225d68042b21b58fedf477196ed458e7f5%22	http://learnplus.themekit.io/fixed-student-my-courses.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-my-courses.html	(from http://learnplus.themekit.io/student-my-courses.html)
12:48:35	5881/5881	---M--	200	added ('OK')	image/jpeg	etag:%22bead3ad6c1b677e22cadae1173b2f8d7%22	http://learnplus.themekit.io/assets/images/people/110/guy-6.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/110/guy-6.jpg	(from http://learnplus.themekit.io/student-take-course.html)
12:48:36	12722/12722	---MCZ	200	added ('OK')	text/html	etag:%22fe67a8f674829a4b8601c0a95c370570%22	http://learnplus.themekit.io/instructor-profile.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-profile.html	(from http://learnplus.themekit.io/student-take-course.html)
12:48:36	15516/15516	---MCZ	200	added ('OK')	text/html	etag:%22aa8fd677bbae444aeeda2f4f20a88da0%22	http://learnplus.themekit.io/fixed-student-take-course.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-take-course.html	(from http://learnplus.themekit.io/student-take-course.html)
12:48:37	12387/12387	---MCZ	200	added ('OK')	text/html	etag:%221c8116f9160eaf5f1b720a7097e45234%22	http://learnplus.themekit.io/fixed-student-quiz-results.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-quiz-results.html	(from http://learnplus.themekit.io/student-quiz-results.html)
12:48:38	14194/14194	---MCZ	200	added ('OK')	text/html	etag:%222c9ad300e6c35bf966e3aed723e55753%22	http://learnplus.themekit.io/fixed-student-take-quiz.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-take-quiz.html	(from http://learnplus.themekit.io/student-take-quiz.html)
12:48:39	60580/60580	---MCZ	200	added ('OK')	application/javascript	etag:%229a3cfc601c6fbc191f2ad738f5ea77bd%22	http://learnplus.themekit.io/assets/vendor/moment.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/moment.min.js	(from http://learnplus.themekit.io/student-take-quiz.html)
12:48:39	3640/3640	---MCZ	200	added ('OK')	application/javascript	etag:%22b98388e7b546033a73f2f11d9a1a5d98%22	http://learnplus.themekit.io/assets/vendor/jquery.countdown.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/jquery.countdown.min.js	(from http://learnplus.themekit.io/student-take-quiz.html)
12:48:39	1121/1121	---MCZ	200	added ('OK')	application/javascript	etag:%22167cdb442befb0daf4abe8f50ee3417b%22	http://learnplus.themekit.io/examples/js/countdown.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/examples/js/countdown.js	(from http://learnplus.themekit.io/student-take-quiz.html)
12:48:40	12852/12852	---MCZ	200	added ('OK')	text/css	etag:%221ec7dbb8192745a1db00bd7449378076%22	http://learnplus.themekit.io/examples/css/summernote.min.css	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/examples/css/summernote.min.css	(from http://learnplus.themekit.io/student-forum-thread.html)
12:48:41	13381/13381	---MCZ	200	added ('OK')	text/html	etag:%221450c9bf6df1e49bb9539a883962716d%22	http://learnplus.themekit.io/fixed-student-forum-thread.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-forum-thread.html	(from http://learnplus.themekit.io/student-forum-thread.html)
12:48:42	92203/92203	---MCZ	200	added ('OK')	application/javascript	etag:%22a13df318969c31569cbc8c328afb6979%22	http://learnplus.themekit.io/assets/vendor/summernote.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/summernote.min.js	(from http://learnplus.themekit.io/student-forum-thread.html)
12:48:42	401/401	---M--	200	added ('OK')	application/javascript	etag:%221ea13dfeea7a587f08b5d1e087611d70%22	http://learnplus.themekit.io/examples/js/summernote.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/examples/js/summernote.js	(from http://learnplus.themekit.io/student-forum-thread.html)
12:48:43	470/470	---M--	200	added ('OK')	text/css	etag:%221a19704c478cc04a76b259e1f150b4f8%22	http://learnplus.themekit.io/examples/css/morris.min.css	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/examples/css/morris.min.css	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:44	17107/17107	---MCZ	200	added ('OK')	text/html	etag:%22ecb84cfd4d2b594f0fadc2aba5fffd1a%22	http://learnplus.themekit.io/instructor-forum.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-forum.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:44	8719/8719	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Mar%202017%2007:18:43%20GMT	http://learnplus.themekit.io/instructor-help-center.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-help-center.4b.delayed	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:45	15900/15900	---MCZ	200	added ('OK')	text/html	etag:%22041e118f34f91b82fd6975d7deef3c5d%22	http://learnplus.themekit.io/instructor-account-edit.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-account-edit.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:46	12404/12404	---MCZ	200	added ('OK')	text/html	etag:%226851425991a2dd8b6950c20248b4e4f2%22	http://learnplus.themekit.io/instructor-earnings.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-earnings.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:46	12203/12203	---MCZ	200	added ('OK')	text/html	etag:%22a70af176432128d3ee318588b0397d09%22	http://learnplus.themekit.io/instructor-statement.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-statement.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:47	10508/10508	---MCZ	200	added ('OK')	text/html	etag:%22f7bf04e98754aa9f326c8d298001683d%22	http://learnplus.themekit.io/instructor-invoice.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-invoice.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:48	17321/17321	---MCZ	200	added ('OK')	text/html	etag:%22f2d5cd6d0ac374f4cbeb4a21ab55c01a%22	http://learnplus.themekit.io/instructor-course-edit.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-course-edit.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:48	5953/5953	---M--	200	added ('OK')	image/jpeg	etag:%2246b9f2516c5e1e7631228cdb3c213a5e%22	http://learnplus.themekit.io/assets/images/people/110/guy-9.jpg	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/images/people/110/guy-9.jpg	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:49	16271/16271	---MCZ	200	added ('OK')	text/html	etag:%2241cc259c9ae22217dcba5514f29ed73a%22	http://learnplus.themekit.io/fixed-instructor-dashboard.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-instructor-dashboard.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:50	12746/12746	---MCZ	200	added ('OK')	text/html	etag:%2210a43e99d66bc70a76ec4ad7724ba87b%22	http://learnplus.themekit.io/instructor-courses.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-courses.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:50	12766/12766	---MCZ	200	added ('OK')	text/html	etag:%22be400f55b10a30555f6ae4a196e912d1%22	http://learnplus.themekit.io/instructor-quizzes.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-quizzes.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:51	15407/15407	---MCZ	200	added ('OK')	text/html	etag:%22d36679df8d9ebf8fbb634950ee2e7a6d%22	http://learnplus.themekit.io/instructor-messages.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/instructor-messages.html	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:52	463/463	---M--	200	added ('OK')	application/javascript	etag:%2215749937b9d432fc10a585abbb8a0bf2%22	http://learnplus.themekit.io/assets/js/colors.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/js/colors.js	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:53	93251/93251	---MCZ	200	added ('OK')	application/javascript	etag:%22c6a62efcd62b5aface9a6e03272b7ce9%22	http://learnplus.themekit.io/assets/vendor/raphael.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/raphael.min.js	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:53	35652/35652	---MCZ	200	added ('OK')	application/javascript	etag:%22fadac462637afd6cdc0cb0a0137629af%22	http://learnplus.themekit.io/assets/vendor/morris.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/morris.min.js	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:54	2616/2616	---MCZ	200	added ('OK')	application/javascript	etag:%22a5bccd0f614169a5ad66262fff552139%22	http://learnplus.themekit.io/assets/vendor/moment-range.min.js	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/assets/vendor/moment-range.min.js	(from http://learnplus.themekit.io/instructor-dashboard.html)
12:48:54	14175/14175	---MCZ	200	added ('OK')	text/html	etag:%22f4886ae99a6ec0258fdd67fc3978a661%22	http://learnplus.themekit.io/fixed-student-browse-courses.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-browse-courses.html	(from http://learnplus.themekit.io/fixed-student-dashboard.html)
12:48:55	16245/16245	---MCZ	200	added ('OK')	text/html	etag:%22affc1dac30acd17ae9027629c491e4d4%22	http://learnplus.themekit.io/fixed-student-messages.html	G:/My%20Websites/lalala/oj-db/learnplus.themekit.io/fixed-student-messages.html	(from http://learnplus.themekit.io/fixed-student-dashboard.html)
